Date__(UT)__HR:MN,R.A._(ICRF),DEC__(ICRF),R.A.__(a-app),DEC_(a-app),APmag,Ang-diam,delta,deldot,S-T-O,Cnst,N.Pole-RA,N.Pole-DC
2349-Jul-22 06:00, 19 16 02.98, -28 10 03.3, 19 37 49.65, -27 26 39.6, -2.641, 23.13663, 0.40478245, -0.0281312, 6.9564, Sgr, 317.30163, 52.67188
2351-Sep-29 00:00, 00 36 23.57, -01 08 17.3, 00 54 26.98, +00 46 51.4, -2.803, 23.90892, 0.39170733, -0.0162672, 6.4114, Cet, 317.29867, 52.67056
2353-Nov-26 06:00, 04 30 19.16, +23 12 23.7, 04 51 42.68, +23 52 13.8, -2.071, 18.17272, 0.51534939, -0.0172934, 7.1468, Tau, 317.29649, 52.66896
2356-Jan-10 18:00, 07 32 24.90, +25 50 30.8, 07 54 04.54, +24 58 47.2, -1.499, 14.97675, 0.62532241, -0.0169429, 4.6155, Gem, 317.29443, 52.66781
2358-Feb-17 18:00, 09 53 15.66, +17 36 17.6, 10 12 49.26, +15 52 00.0, -1.301, 13.85759, 0.67582436, -0.041787, 2.7394, Leo, 317.29203, 52.66668
2360-Mar-27 00:00, 11 53 15.67, +04 28 25.1, 12 11 45.68, +02 28 04.2, -1.431, 14.18463, 0.66024293, 0.0247688, 3.4858, Vir, 317.28956, 52.66539
2362-May-07 18:00, 14 02 51.93, -11 38 02.9, 14 22 27.86, -13 19 30.1, -1.717, 16.14761, 0.57998064, -0.0287643, 5.8644, Vir, 317.28733, 52.66396
2364-Jun-28 00:00, 17 19 09.51, -26 59 42.8, 17 42 01.59, -27 15 19.4, -2.271, 20.72202, 0.45194924, 0.0153799, 7.8692, Oph, 317.28537, 52.66264
2366-Sep-02 06:00, 22 40 49.08, -15 23 50.3, 23 00 17.62, -13 26 48.8, -2.861, 25.14925, 0.37238887, -0.0206449, 4.9034, Aqr, 317.28268, 52.66152
2368-Nov-05 06:00, 03 06 03.01, +16 47 32.1, 03 26 57.32, +18 08 03.9, -2.312, 20.24641, 0.46256603, 0.0159345, 7.5358, Ari, 317.28009, 52.65988
2370-Dec-25 06:00, 06 26 49.97, +26 38 58.8, 06 49 56.13, +26 18 11.4, -1.712, 15.91283, 0.58853778, 0.0101686, 5.5896, Gem, 317.27812, 52.65858
2373-Feb-03 00:00, 09 02 15.97, +21 35 49.5, 09 23 31.11, +20 02 55.3, -1.349, 14.10801, 0.66382845, -0.0261643, 3.274, Cnc, 317.27584, 52.65749
2375-Mar-13 00:00, 11 07 13.27, +10 00 13.7, 11 26 43.51, +07 57 12.6, -1.282, 13.89131, 0.67418412, 0.0142746, 2.8401, Leo, 317.27336, 52.65627
2377-Apr-20 18:00, 13 08 35.87, -05 04 49.6, 13 28 16.10, -07 03 32.9, -1.576, 15.1361, 0.61873927, 0.0131432, 4.9019, Vir, 317.271, 52.65487
2379-Jun-07 00:00, 15 48 05.01, -21 51 51.1, 16 10 35.17, -22 55 41.2, -1.969, 18.55269, 0.50479466, 0.0063175, 7.4716, Sco, 317.26899, 52.65347
2381-Aug-06 06:00, 20 29 50.03, -25 46 02.1, 20 52 29.35, -24 23 36.5, -2.765, 24.30284, 0.38535821, 0.0023375, 6.1033, Cap, 317.26672, 52.65236
2383-Oct-13 12:00, 01 33 34.10, +06 21 24.3, 01 53 46.72, +08 16 47.9, -2.529, 22.67399, 0.41304159, -0.0082778, 7.1869, Psc, 317.26379, 52.65089
2385-Dec-07 06:00, 05 14 15.41, +25 15 27.5, 05 38 08.09, +25 34 17.6, -1.938, 17.24816, 0.54297389, -0.0005453, 6.6453, Tau, 317.26176, 52.64939
2388-Jan-19 18:00, 08 06 29.88, +24 39 40.5, 08 29 36.47, +23 26 05.8, -1.443, 14.59511, 0.64167395, -0.0239345, 4.0991, Cnc, 317.25961, 52.64827
2390-Feb-26 06:00, 10 20 33.17, +15 01 22.0, 10 41 24.21, +13 00 47.0, -1.301, 13.81251, 0.67803021, -0.008259, 2.6162, Leo, 317.25717, 52.64712
2392-Apr-04 18:00, 12 19 44.10, +01 07 35.4, 12 39 51.95, -01 02 12.1, -1.387, 14.45117, 0.64806522, 0.0064964, 3.9167, Vir, 317.25473, 52.64579
2394-May-18 06:00, 14 36 40.07, -15 22 49.8, 14 58 36.68, -17 00 50.4, -1.732, 16.87219, 0.55507309, 0.0119333, 6.5774, Lib, 317.25258, 52.64435
2396-Jul-11 12:00, 18 21 06.17, -28 23 16.3, 18 46 09.40, -28 04 03.4, -2.529, 22.05682, 0.42459887, 0.0322892, 7.6536, Sgr, 317.25058, 52.64312
2398-Sep-17 12:00, 23 47 26.79, -07 30 15.1, 00 07 56.77, -05 17 02.2, -2.816, 24.68757, 0.37935288, 0.0003868, 5.5186, Aqr, 317.24769, 52.6419
2400-Nov-17 12:00, 03 54 09.68, +20 52 55.6, 04 17 50.82, +21 56 54.7, -2.156, 19.0407, 0.49185694, 0.0234567, 7.3513, Tau, 317.24535, 52.64026
2403-Jan-03 18:00, 07 04 46.98, +26 25 31.9, 07 29 38.77, +25 40 56.3, -1.526, 15.3536, 0.60997435, -0.0225116, 5.0891, Gem, 317.24334, 52.63905
2405-Feb-11 12:00, 09 31 32.36, +19 26 09.4, 09 54 03.62, +17 34 15.3, -1.337, 13.9421, 0.6717281, -0.0277896, 2.9263, Leo, 317.24099, 52.63795
2407-Mar-21 12:00, 11 33 14.40, +06 55 07.9, 11 54 13.20, +04 39 29.5, -1.323, 14.02364, 0.66782214, 0.0072282, 3.1324, Leo, 317.2385, 52.63669
2409-Apr-30 06:00, 13 38 20.42, -08 45 47.5, 14 00 04.33, -10 47 08.0, -1.581, 15.64903, 0.59845873, -0.0243433, 5.4077, Vir, 317.23622, 52.63527
2411-Jun-19 00:00, 16 36 18.53, -25 02 33.0, 17 01 33.89, -25 44 27.3, -2.119, 19.696, 0.47549255, -0.0241282, 7.6832, Sco, 317.23425, 52.63391
2413-Aug-21 12:00, 21 43 54.46, -20 49 44.1, 22 06 51.95, -18 51 38.0, -2.934, 25.02627, 0.37421871, 0.0131843, 5.1554, Cap, 317.23174, 52.63282
2415-Oct-27 06:00, 02 26 28.70, +12 43 05.2, 02 49 15.58, +14 30 23.6, -2.476, 21.31541, 0.43936765, 0.0059782, 7.508, Ari, 317.22897, 52.63123
2417-Dec-17 18:00, 05 55 58.87, +26 22 10.6, 06 22 03.94, +26 16 47.5, -1.732, 16.45219, 0.56924338, 0.0240757, 6.034, Tau, 317.227, 52.62985
2420-Jan-28 18:00, 08 38 27.36, +23 04 45.5, 09 02 52.57, +21 29 36.7, -1.42, 14.29199, 0.65528322, 0.0436245, 3.5143, Cnc, 317.22478, 52.62875
2422-Mar-06 18:00, 10 47 05.24, +12 14 35.6, 11 09 16.97, +09 58 35.3, -1.269, 13.82855, 0.6772438, 0.0240328, 2.6859, Leo, 317.22231, 52.62756
2424-Apr-13 18:00, 12 46 56.41, -02 21 22.1, 13 08 53.14, -04 38 32.5, -1.467, 14.79231, 0.6331193, -0.0062328, 4.4141, Vir, 317.21991, 52.62619
2426-May-29 06:00, 15 14 46.22, -19 06 47.1, 15 39 21.60, -20 34 46.0, -1.876, 17.73828, 0.52797129, 0.0221849, 7.1482, Lib, 317.21784, 52.62477
2428-Jul-25 18:00, 19 31 14.70, -27 53 14.3, 19 57 40.54, -26 50 13.5, -2.753, 23.38773, 0.40043653, 0.0034505, 6.9187, Sgr, 317.21572, 52.62361
2430-Oct-02 12:00, 00 48 39.52, +00 32 25.6, 01 10 50.53, +02 51 19.0, -2.738, 23.7073, 0.39503861, 0.0151296, 6.4614, Cet, 317.21275, 52.62226
2432-Nov-29 00:00, 04 40 00.30, +23 46 34.2, 05 06 21.91, +24 28 13.8, -1.969, 17.99227, 0.52051792, 0.028516, 6.9846, Tau, 317.21061, 52.62068
2435-Jan-13 00:00, 07 40 26.53, +25 37 18.5, 08 06 46.70, +24 28 18.8, -1.548, 14.89794, 0.62863033, -0.0248633, 4.5299, Gem, 317.20853, 52.61954
2437-Feb-20 00:00, 09 59 37.88, +17 01 03.2, 10 23 22.33, +14 51 05.8, -1.254, 13.84431, 0.67647305, -0.0098596, 2.6858, Leo, 317.20612, 52.61841
2439-Mar-30 06:00, 11 59 12.84, +03 41 44.6, 12 21 46.60, +01 15 07.2, -1.408, 14.23075, 0.65810307, 0.0372737, 3.5962, Vir, 317.20366, 52.61711
2441-May-10 06:00, 14 09 58.79, -12 29 24.7, 14 34 02.15, -14 29 23.5, -1.65, 16.27418, 0.57546996, -0.0177948, 6.0326, Vir, 317.20144, 52.61568
2443-Jul-02 00:00, 17 31 28.52, -27 25 48.3, 17 59 23.59, -27 35 03.7, -2.354, 20.96395, 0.44673352, 0.0306108, 7.875, Oph, 317.19948, 52.61438
2445-Sep-05 18:00, 22 54 51.76, -13 49 14.5, 23 18 15.58, -11 24 30.0, -2.837, 25.11055, 0.3729628, 0.0139624, 4.9037, Aqr, 317.19674, 52.61325
2447-Nov-09 00:00, 03 16 53.40, +17 49 38.4, 03 42 32.01, +19 20 43.8, -2.202, 20.0085, 0.46806602, -0.0262431, 7.6819, Ari, 317.1942, 52.6116
2449-Dec-27 12:00, 06 35 54.80, +26 40 04.0, 07 03 52.07, +26 07 41.7, -1.642, 15.79837, 0.59280167, -0.0446103, 5.6122, Gem, 317.19223, 52.61033
2452-Feb-06 06:00, 09 09 02.63, +21 07 42.2, 09 34 37.19, +19 11 23.9, -1.322, 14.07042, 0.66560187, 0.0004817, 3.1618, Cnc, 317.18993, 52.60923
2454-Mar-15 06:00, 11 13 07.01, +09 17 32.7, 11 36 40.57, +06 47 39.0, -1.345, 13.90818, 0.67336634, 0.0444485, 2.9223, Leo, 317.18744, 52.60801
2456-Apr-23 00:00, 13 15 19.78, -05 57 17.7, 13 39 15.45, -08 18 50.6, -1.584, 15.22425, 0.61515685, -0.0324003, 4.9228, Vir, 317.1851, 52.60661
2458-Jun-09 18:00, 15 57 53.00, -22 37 24.3, 16 25 20.94, -23 47 09.1, -2.078, 18.75746, 0.4992841, 0.0095244, 7.5484, Sco, 317.1831, 52.60521
2460-Aug-09 18:00, 20 44 57.30, -24 57 48.2, 21 11 53.31, -23 09 40.6, -2.861, 24.4816, 0.38254444, 0.0250279, 5.9886, Cap, 317.18078, 52.60411
2462-Oct-16 18:00, 01 44 48.20, +07 49 14.5, 02 09 22.17, +10 03 56.0, -2.505, 22.42007, 0.41771954, 0.0018007, 7.2071, Psc, 317.17788, 52.60261
2464-Dec-09 18:00, 05 23 50.93, +25 36 20.6, 05 52 40.98, +25 50 55.7, -1.818, 17.07901, 0.5483513, -0.0191453, 6.5981, Tau, 317.17587, 52.60114
2467-Jan-22 00:00, 08 14 10.67, +24 19 43.6, 08 41 46.39, +22 45 56.7, -1.474, 14.52671, 0.64469519, -0.0319764, 4.0045, Cnc, 317.1737, 52.60004
2469-Feb-28 12:00, 10 26 43.03, +14 23 00.1, 10 51 39.13, +11 56 06.9, -1.367, 13.80869, 0.67821767, 0.0214259, 2.6147, Leo, 317.17125, 52.59888
2471-Apr-08 00:00, 12 25 52.07, +00 18 32.0, 12 50 06.25, -02 16 38.8, -1.456, 14.50705, 0.64556872, 0.0023565, 4.0142, Vir, 317.16882, 52.59753
2473-May-20 18:00, 14 44 55.08, -16 15 40.0, 15 11 31.97, -18 08 25.2, -1.842, 17.02472, 0.55010019, -0.0136409, 6.616, Lib, 317.16669, 52.5961
2475-Jul-15 18:00, 18 35 33.48, -28 28 43.2, 19 05 32.73, -27 54 00.3, -2.619, 22.32397, 0.41951765, 0.029185, 7.5706, Sgr, 317.16467, 52.59489
2477-Sep-21 00:00, 00 00 40.04, -05 45 47.2, 00 25 10.78, -03 06 27.7, -2.805, 24.55023, 0.381475, 0.0151239, 5.6388, Psc, 317.16175, 52.59365
2479-Nov-21 06:00, 04 04 24.42, +21 38 55.9, 04 33 00.84, +22 47 21.0, -2.108, 18.83736, 0.49716635, 0.0289721, 7.3206, Tau, 317.15946, 52.59202
2482-Jan-06 06:00, 07 12 53.19, +26 18 52.2, 07 42 27.47, +25 18 40.0, -1.597, 15.26094, 0.61367788, 0.0329236, 4.8625, Gem, 317.15743, 52.59083
2484-Feb-14 18:00, 09 38 08.70, +18 53 25.7, 10 04 50.16, +16 36 36.0, -1.373, 13.91884, 0.67285048, -0.0049609, 2.846, Leo, 317.15506, 52.58972
2486-Mar-23 18:00, 11 39 12.98, +06 09 40.5, 12 04 12.74, +03 27 35.2, -1.319, 14.05917, 0.66613484, 0.0198415, 3.2283, Vir, 317.15258, 52.58845
2488-May-02 18:00, 13 45 03.07, -09 37 06.0, 14 11 08.85, -11 58 56.7, -1.642, 15.75983, 0.5942514, 0.0047153, 5.6075, Vir, 317.15031, 52.58703
2490-Jun-22 00:00, 16 47 07.95, -25 39 07.9, 17 17 29.11, -26 20 04.3, -2.185, 19.91963, 0.47015425, 0.0255308, 7.8476, Sco, 317.14835, 52.58569
2492-Aug-24 18:00, 21 58 56.43, -19 30 25.1, 22 25 54.36, -17 03 43.8, -2.91, 25.09333, 0.37321865, -0.0137648, 4.9954, Aqr, 317.14579, 52.5846
2494-Oct-30 06:00, 02 37 29.90, +13 57 39.5, 03 04 56.34, +15 58 56.7, -2.363, 21.06192, 0.44465548, 0.0032865, 7.5889, Ari, 317.14307, 52.58299
2496-Dec-20 06:00, 06 05 01.94, +26 31 43.7, 06 36 03.13, +26 16 46.2, -1.793, 16.31975, 0.57386283, 0.033035, 5.9029, Gem, 317.1411, 52.58163
2499-Jan-30 18:00, 08 45 53.02, +22 38 34.7, 09 14 38.67, +20 40 30.7, -1.374, 14.24501, 0.65744422, -0.0321669, 3.5253, Cnc, 317.13885, 52.58054
2501-Mar-09 18:00, 10 53 21.35, +11 32 11.2, 11 19 33.60, +08 49 28.3, -1.293, 13.83654, 0.67685279, -0.0354232, 2.6588, Leo, 317.13638, 52.57935
2503-Apr-18 00:00, 12 53 16.92, -03 11 54.1, 13 19 22.56, -05 52 46.7, -1.545, 14.86523, 0.6300138, -0.0236821, 4.4873, Vir, 317.134, 52.57797
2505-Jun-01 18:00, 15 23 51.70, -19 56 18.4, 15 53 17.02, -21 33 55.2, -1.992, 17.91939, 0.52263503, -0.017686, 7.1164, Lib, 317.13194, 52.57655
2507-Jul-31 00:00, 19 46 19.67, -27 29 41.6, 20 17 18.90, -26 03 57.2, -2.752, 23.62112, 0.39648001, -0.0214399, 6.7396, Sgr, 317.12978, 52.57542
2509-Oct-06 18:00, 01 00 33.46, +02 09 30.7, 01 26 58.25, +04 51 00.2, -2.654, 23.4834, 0.39880507, -0.0003153, 6.6086, Cet, 317.12681, 52.57403
2511-Dec-03 12:00, 04 50 01.38, +24 17 42.1, 05 21 25.05, +24 57 54.4, -2.025, 17.80148, 0.52609673, -0.0217291, 7.0289, Tau, 317.12471, 52.57248
2514-Jan-16 12:00, 07 48 08.67, +25 23 13.3, 08 19 04.95, +23 55 00.8, -1.446, 14.81568, 0.63212078, 0.0391026, 4.2936, Gem, 317.12261, 52.57135
2516-Feb-24 06:00, 10 05 59.17, +16 24 46.3, 10 33 49.80, +13 48 33.3, -1.28, 13.831, 0.67712397, 0.0174148, 2.6457, Leo, 317.12019, 52.57021
2518-Apr-02 12:00, 12 05 14.84, +02 54 07.2, 12 31 51.06, +00 01 44.5, -1.368, 14.27509, 0.65605872, 0.0462781, 3.7023, Vir, 317.11773, 52.5689
2520-May-13 18:00, 14 17 35.12, -13 22 44.0, 14 46 09.27, -15 39 31.1, -1.715, 16.40463, 0.57089385, -0.0178307, 6.1319, Vir, 317.11554, 52.56747
2522-Jul-06 00:00, 17 44 46.31, -27 48 31.1, 18 17 43.67, -27 47 33.0, -2.421, 21.22097, 0.4413229, -0.0032095, 7.7643, Sgr, 317.11357, 52.5662
2524-Sep-10 06:00, 23 09 05.76, -12 09 16.7, 23 36 23.96, -09 16 34.6, -2.934, 25.06533, 0.37363567, 0.0189758, 4.9563, Aqr, 317.11078, 52.56505
2526-Nov-13 00:00, 03 27 18.87, +18 47 53.7, 03 57 49.68, +20 27 15.3, -2.182, 19.78231, 0.47341801, 0.01822, 7.5739, Tau, 317.1083, 52.5634
2528-Dec-31 00:00, 06 44 22.34, +26 39 51.4, 07 17 10.44, +25 53 41.4, -1.59, 15.69125, 0.59684859, -0.0086007, 5.4076, Gem, 317.10631, 52.56215
2531-Feb-09 12:00, 09 15 48.58, +20 38 15.0, 09 45 39.07, +18 17 13.5, -1.315, 14.03742, 0.66716694, 0.0258683, 3.0586, Cnc, 317.10399, 52.56106
2533-Mar-18 06:00, 11 19 25.83, +08 32 01.0, 11 47 00.97, +05 35 10.5, -1.321, 13.93327, 0.67215376, -0.0273259, 2.8817, Leo, 317.10151, 52.55982
2535-Apr-27 12:00, 13 21 34.30, -06 47 01.7, 13 49 46.69, -09 30 19.8, -1.515, 15.3195, 0.61133177, 0.0293764, 5.1799, Vir, 317.09919, 52.55841
2537-Jun-13 12:00, 16 07 42.65, -23 20 39.6, 16 40 10.58, -24 33 31.0, -2.007, 18.95952, 0.49396302, 0.024263, 7.6387, Sco, 317.09719, 52.55703
2539-Aug-15 00:00, 21 00 18.96, -24 01 42.3, 21 31 21.41, -21 45 53.0, -2.969, 24.63696, 0.38013206, 0.0066733, 5.7304, Cap, 317.09482, 52.55594
2541-Oct-20 18:00, 01 56 18.90, +09 15 55.3, 02 25 20.69, +11 47 58.8, -2.522, 22.16605, 0.42250647, -0.0296469, 7.4296, Psc, 317.09195, 52.55442
2543-Dec-14 12:00, 05 32 58.85, +25 55 01.9, 06 06 48.55, +26 03 08.3, -1.878, 16.92618, 0.55330278, 0.0410922, 6.3303, Tau, 317.08996, 52.55297
2546-Jan-25 06:00, 08 21 36.39, +23 58 47.7, 08 53 39.40, +22 03 12.5, -1.441, 14.46846, 0.64729089, -0.0237999, 3.8925, Cnc, 317.08777, 52.55188
2548-Mar-03 12:00, 10 33 05.08, +13 42 35.4, 11 02 05.31, +10 48 41.2, -1.327, 13.80808, 0.67824793, -0.0303057, 2.5886, Leo, 317.08531, 52.55071
2550-Apr-11 06:00, 12 32 01.49, -00 30 46.2, 13 00 24.16, -03 30 47.2, -1.467, 14.56648, 0.6429351, 0.004968, 4.1075, Vir, 317.08289, 52.54936
2552-May-24 06:00, 14 53 15.37, -17 07 26.9, 15 24 37.08, -19 12 38.0, -1.771, 17.18215, 0.54505975, -0.029335, 6.6487, Lib, 317.08078, 52.54793
2554-Jul-20 00:00, 18 49 40.38, -28 28 38.7, 19 24 27.91, -27 35 06.6, -2.633, 22.57888, 0.4147814, 0.0272358, 7.5344, Sgr, 317.07873, 52.54674
2556-Sep-25 06:00, 00 13 26.02, -04 03 46.8, 00 41 58.05, -00 59 26.2, -2.838, 24.38479, 0.38406311, -0.0260478, 5.8608, Psc, 317.07579, 52.54547
2558-Nov-25 00:00, 04 14 26.88, +22 21 05.3, 04 48 01.19, +23 31 26.6, -2.038, 18.62238, 0.50290561, 0.0248416, 7.2505, Tau, 317.07355, 52.54385
2561-Jan-09 12:00, 07 21 20.04, +26 09 12.4, 07 55 33.49, +24 51 18.5, -1.556, 15.16389, 0.61760552, -0.0041091, 4.8176, Gem, 317.0715, 52.54268
2563-Feb-18 00:00, 09 44 38.33, +18 19 57.3, 10 15 28.85, +15 37 18.4, -1.341, 13.89524, 0.6739934, 0.0294833, 2.7725, Leo, 317.06912, 52.54157
2565-Mar-26 18:00, 11 45 29.20, +05 22 05.0, 12 14 32.04, +02 13 27.9, -1.315, 14.0921, 0.66457783, -0.0453622, 3.1818, Vir, 317.06665, 52.54029
2567-May-07 00:00, 13 52 19.69, -10 30 27.0, 14 22 53.48, -13 11 17.6, -1.694, 15.86968, 0.59013784, -0.0397318, 5.5839, Vir, 317.06439, 52.53887
2569-Jun-26 00:00, 16 58 49.81, -26 14 12.4, 17 34 19.69, -26 50 02.0, -2.262, 20.15567, 0.46464846, 0.0339779, 7.9062, Oph, 317.06243, 52.53755
2571-Aug-30 06:00, 22 14 02.84, -18 04 17.7, 22 44 53.74, -15 08 08.0, -2.965, 25.14966, 0.37238281, -0.0026017, 4.8924, Aqr, 317.05982, 52.53645
2573-Nov-03 06:00, 02 48 25.05, +15 09 00.3, 03 20 35.47, +17 21 36.8, -2.29, 20.82051, 0.44981131, 0.0129062, 7.628, Ari, 317.05714, 52.53483
2575-Dec-24 18:00, 06 13 58.16, +26 38 53.2, 06 49 51.68, +26 12 05.3, -1.709, 16.19654, 0.57822837, 0.0443431, 5.755, Gem, 317.05518, 52.5335
2578-Feb-03 00:00, 08 52 58.28, +22 12 16.7, 09 26 00.46, +19 50 24.3, -1.433, 14.20108, 0.65947799, -0.0101753, 3.413, Cnc, 317.05291, 52.53241
2580-Mar-12 00:00, 10 59 21.68, +10 50 21.8, 11 29 34.63, +07 40 42.3, -1.259, 13.85183, 0.67610552, 0.0007727, 2.7095, Leo, 317.05043, 52.53121
2582-Apr-20 06:00, 12 59 40.57, -04 02 39.2, 13 29 59.76, -07 06 40.5, -1.537, 14.94685, 0.62657335, -0.0335033, 4.5605, Vir, 317.04806, 52.52982
2584-Jun-04 12:00, 15 32 44.01, -20 43 50.9, 16 07 06.67, -22 28 50.3, -1.93, 18.0998, 0.51742553, 0.0221706, 7.2905, Lib, 317.04602, 52.52842
2586-Aug-03 06:00, 20 01 26.42, -26 59 31.8, 20 36 50.79, -25 07 52.1, -2.752, 23.83619, 0.39290259, -0.0276021, 6.5486, Sgr, 317.04382, 52.5273
2588-Oct-10 00:00, 01 12 29.33, +03 46 01.8, 01 43 12.89, +06 48 18.0, -2.61, 23.24799, 0.40284341, 0.001175, 6.764, Psc, 317.04086, 52.52588
2590-Dec-06 06:00, 04 59 40.93, +24 46 08.4, 05 36 06.49, +25 22 03.4, -1.924, 17.62269, 0.53143415, -0.0006774, 6.8541, Tau, 317.03879, 52.52435
2593-Jan-18 18:00, 07 55 55.86, +25 06 54.7, 08 31 21.35, +23 17 49.5, -1.412, 14.74476, 0.63516109, 0.0448132, 4.1969, Gem, 317.03667, 52.52323
2595-Feb-26 06:00, 10 12 26.24, +15 46 58.1, 10 44 19.13, +12 44 06.7, -1.269, 13.82136, 0.67759611, -0.0217086, 2.6201, Leo, 317.03424, 52.52209
2597-Apr-04 12:00, 12 11 33.26, +02 04 50.9, 12 42 13.07, -01 12 54.7, -1.4, 14.32122, 0.65394576, -0.0196403, 3.6401, Vir, 317.03179, 52.52077
2599-May-17 06:00, 14 25 06.61, -14 14 32.5, 14 58 17.61, -16 46 45.9, -1.704, 16.53962, 0.56623433, 0.0036949, 6.2577, Lib, 317.02961, 52.51934
