_RAJ2000,_DEJ2000,RAhms,DEdms,pc,HIP_2,HD_2,mag,B-V,eB-V,plx,eplx,Ref_plx,Mv,category,MK,Ref_SpT,BCv_2,Mbol,log(L/Lsun),Habex,HIP_2a,L-A,L-B,Hab,SR1,SR3,lists_2,logR'HK,RefR'HK,kms,RefVsini,Msun,SpT,HIP_2b,Teff,HD_2a,notes,K,eTeff,ref_Teff,BCv_2a,cms,elog(g),ref_logg,Sun,e[Fe/H],ref_FeH,Rsun,Solar Twin?,N(<6500K),N(vsini),N(F7-K9),lists_2a,Sample,Name,solRad
293.08997,69.66118,19 32 20.59,+69 39 55.4,5.755,HIP_96100_,HD_185144_,4.67,0.786,0.007,173.77,0.18,HIP2,5.87,Sun-like,K0V,1989ApJS...71..245K,-0.19,5.68,-0.376,15,HIP_96100_,1,1,3,1,0,6,-4.832,Baliunas96,1.8,Glebocki05,0.87,K0V,HIP_96100_,0,HD_185144_,slightly active,5318,10,2005PASJ...57...27T,,4.59,0.04,2005PASJ...57...27T,-0.15,0.02,2005PASJ...57...27T,0.764,0,1,2,1,6,MUST,HIP_96100,0.704802810638864
152.84225,49.454235,10 11 23.36,+49 27 19.7,4.869,HIP_49908_,HD_88230_,6.6,1.326,0.008,205.3917,0.0342,GaiaDR2,8.16,Sun-like,K7V,1991ApJS...77..417K,-0.95,7.21,-0.989,11,HIP_49908_,1,1,2,0,0,4,-4.617,Gray03,2.7,Glebocki05,0.63,K7V,HIP_49908_,1,HD_88230_,active,4131,60,2015ApJ...804...64M,,4.61,0.05,2014MNRAS.444.3517M,0.24,0.08,2015ApJ...804...64M,0.625,0,1,2,1,4,MUST,HIP_49908,0.673081458767184
87.145584,-4.094648,05 48 34.90,-04 05 38.7,15.255,HIP_27435_,HD_38858_,5.97,0.639,0.002,65.5534,0.0621,GaiaDR2,5.05,Sun-like,G2V,2003AJ....126.2048G,-0.085,4.97,-0.091,103,HIP_27435_,1,1,1,0,0,3,-4.89,Radick18,2.7,Glebocki05,1.02,G2V,HIP_27435_,0,HD_38858_,slightly active,5733,12,2008A&A...487..373S,,4.51,0.01,2008A&A...487..373S,-0.22,0.01,2008A&A...487..373S,0.913,0,1,2,1,3,MUST,HIP_27435,0.847359352649497
316.72476,38.749416,21 06 50.84,+38 44 29.4,3.497,HIP_104214_,HD_201091_,5.2,1.069,0.015,285.9459,0.1008,GaiaDR2,7.48,Sun-like,K5V,1989ApJS...71..245K,-0.63,6.85,-0.845,5,HIP_104214_,1,1,3,0,0,5,-4.765,Baliunas96,1.8,Glebocki05,0.68,K5V,HIP_104214_,1,HD_201091_,slightly active,4339,27,2014A&A...564A.133J,,4.43,0.16,2014A&A...564A.133J,-0.33,0.02,2014A&A...564A.133J,0.669,0,1,2,1,5,MUST,HIP_104214,1.01875001303093
25.624008,20.268505,01 42 29.95,+20 16 12.5,7.605,HIP_7981_,HD_10476_,5.24,0.836,0.008,131.4903,0.1515,GaiaDR2,5.83,Sun-like,K1V,1989ApJS...71..245K,-0.23,5.6,-0.346,25,HIP_7981_,1,1,2,0,0,4,-4.912,Baliunas96,0.1,Glebocki05,0.85,K1V,HIP_7981_,1,HD_10476_,quiet,5196,8,2005PASJ...57...27T,,4.5,0.03,2005PASJ...57...27T,-0.01,0.01,2005PASJ...57...27T,0.829,0,1,2,1,4,MUST,HIP_7981,0.867096887509786
63.818,-7.6528707,04 15 17.64,-07 38 40.4,4.985,HIP_19849_,HD_26965_,4.43,0.82,0.0,200.62,0.23,HIP2,5.94,Sun-like,K0.5V,2006AJ....132..161G,-0.21,5.73,-0.397,12,HIP_19849_,1,1,3,1,0,6,-4.872,Baliunas96,0.9,Glebocki05,0.86,K0.5V,HIP_19849_,1,HD_26965_,slightly active,5202,49,2013ApJ...764...78R,,4.55,0.03,2013ApJ...764...78R,-0.28,0.06,2013ApJ...764...78R,0.78,0,1,2,1,6,MUST,HIP_19849,0.772800914445948
177.67383,1.7647179,11 50 41.29,+01 45 55.4,10.929,HIP_57757_,HD_102870_,3.59,0.518,0.015,91.5,0.22,HIP2,3.4,Sun-like,F9V,1973ARA&A..11...29M,-0.05,3.35,0.557,54,HIP_57757_,1,0,1,0,0,2,-4.88,Isaacson10,3.6,Glebocki05,1.14,F9V,HIP_57757_,0,HD_102870_,,6083,41,2014A&A...564A.133J,,4.08,0.01,2014A&A...564A.133J,0.24,0.01,2014A&A...564A.133J,1.71,0,1,2,1,2,MUST,HIP_57757,2.2806971890891
255.65169,47.081882,17 02 36.30,+47 04 47.3,18.294,HIP_83389_,HD_154345_,6.76,0.728,0.005,54.6636,0.0212,GaiaDR2,5.45,Sun-like,G8V,1967AJ.....72.1334C,-0.14,5.31,-0.227,_,HIP_83389_,1,0,0,0,1,2,-4.836,Isaacson10,1.8,Glebocki05,0.94,G8V,HIP_83389_,1,HD_154345_,slightly active,5442,30,2015A&A...576A..94S,,4.39,0.04,2015A&A...576A..94S,-0.13,0.02,2015A&A...576A..94S,0.866,0,1,2,1,2,MUST,HIP_83389,1.11703717660899
242.6013,43.817646,16 10 24.21,+43 49 06.1,17.942,HIP_79248_,HD_145675_,6.61,0.877,0.006,55.7363,0.0226,GaiaDR2,5.34,Sun-like,K0V,1989ApJS...71..245K,-0.19,5.15,-0.164,_,HIP_79248_,1,0,0,0,1,2,-5.146,BoroSaikia18,2.6,Glebocki05,0.87,K0V,HIP_79248_,1,HD_145675_,quiet,5388,44,2005ApJS..159..141V,,4.52,0.06,2005ApJS..159..141V,0.46,0.03,2005ApJS..159..141V,0.95,0,1,2,1,2,MUST,HIP_79248,0.82807109893411
47.26675,49.613277,03 09 02.88,+49 36 48.6,10.541,HIP_14632_,HD_19373_,4.05,0.595,0.007,94.87,0.23,HIP2,3.94,Sun-like,G0V,1989ApJS...71..245K,-0.065,3.87,0.348,50,HIP_14632_,1,1,2,0,0,4,-5.028,Isaacson10,3.6,Glebocki05,1.08,G0V,HIP_14632_,0,HD_19373_,quiet,5968,63,2013ApJ...764...78R,,4.19,0.03,2013ApJ...764...78R,0.08,0.04,2013ApJ...764...78R,1.396,0,1,2,1,4,MUST,HIP_14632,1.77038461693358
12.276214,57.815186,00 49 05.10,+57 48 59.6,5.953,HIP_3821_,HD_4614_,3.46,0.587,0.003,167.98,0.48,HIP2,4.59,Sun-like,F9V,1989ApJS...71..245K,-0.05,4.54,0.081,16,HIP_3821_,1,1,2,0,0,4,-4.949,Isaacson10,3.4,Glebocki05,1.14,F9V,HIP_3821_,0,HD_4614_,,5904,32,2010MNRAS.403.1368G,,4.32,0.03,2010MNRAS.403.1368G,-0.25,0.02,2010MNRAS.403.1368G,1.05,0,1,2,1,4,MUST,HIP_3821,1.31240424757446
143.9146,35.810135,09 35 40.03,+35 48 38.8,11.203,HIP_47080_,HD_82885_,5.4,0.77,0.002,89.2581,0.1928,GaiaDR2,5.15,Sun-like,G8Va,1989ApJS...71..245K,-0.14,5.01,-0.109,59,HIP_47080_,1,1,1,0,0,3,-4.638,Baliunas96,2.3,Glebocki05,0.94,G8Va,HIP_47080_,1,HD_82885_,active,5511,45,2013ApJ...764...78R,,4.46,0.03,2013ApJ...764...78R,0.28,0.06,2013ApJ...764...78R,0.967,0,1,2,1,3,MUST,HIP_47080,0.950752831098101
243.90529,-8.369442,16 15 37.13,-08 22 05.7,14.131,HIP_79672_,HD_146233_,5.49,0.652,0.009,70.7675,0.1119,GaiaDR2,4.74,Sun-like,G2Va,1989ApJS...71..245K,-0.085,4.65,0.034,87,HIP_79672_,1,1,1,0,0,3,-4.93,Radick18,2.7,Glebocki05,1.02,G2Va,HIP_79672_,1,HD_146233_,quiet,5814,3,2014A&A...572A..48R,,4.45,0.01,2014A&A...572A..48R,0.06,0.0,2014A&A...572A..48R,1.025,2,1,2,1,3,MUST,HIP_79672,0.972898709453773
348.32074,57.168354,23 13 14.74,+57 10 03.5,6.532,HIP_114622_,HD_219134_,5.57,1.0,0.0,153.0808,0.0895,GaiaDR2,6.49,Sun-like,K3V,1989ApJS...71..245K,-0.37,6.12,-0.554,21,HIP_114622_,0,0,2,0,0,2,-4.922,BoroSaikia18,1.8,Glebocki05,0.75,K3V,HIP_114622_,1,HD_219134_,quiet,4833,60,2013ApJ...764...78R,,4.59,0.02,2013ApJ...764...78R,0.0,0.06,2013ApJ...764...78R,0.754,0,1,2,1,2,MUST,HIP_114622,0.704802810638864
261.43848,2.1114223,17 25 45.57,+02 06 51.5,7.715,HIP_85295_,HD_157881_,7.54,1.359,0.011,129.6231,0.0286,GaiaDR2,8.1,Sun-like,K7V,2002AJ....123.2002H,-0.95,7.15,-0.965,_,HIP_85295_,1,1,0,0,0,2,-4.451,BoroSaikia18,3.5,Glebocki05,0.63,K7V,HIP_85295_,1,HD_157881_,active,3941,101,2005ApJ...626..446R,,4.68,0.03,2007ApJS..168..297T,0.19,0.08,2015ApJ...804...64M,0.706,0,1,2,1,2,MUST,HIP_85295,0.572885232365496
197.9683,27.878183,13 11 52.92,+27 52 33.7,9.129,HIP_64394_,HD_114710_,4.23,0.572,0.006,109.54,0.17,HIP2,4.43,Sun-like,F9.5V,1989ApJS...71..245K,-0.06,4.37,0.149,39,HIP_64394_,1,1,2,0,0,4,-4.745,Baliunas96,4.5,Glebocki05,1.11,F9.5V,HIP_64394_,0,HD_114710_,active,6034,61,2010MNRAS.403.1368G,,4.44,0.03,2010MNRAS.403.1368G,0.06,0.03,2010MNRAS.403.1368G,1.086,0,1,2,1,4,MUST,HIP_64394,0.995560431583035
188.43561,41.35748,12 33 45.09,+41 21 24.4,8.44,HIP_61317_,HD_109358_,4.24,0.588,0.009,118.49,0.2,HIP2,4.61,Sun-like,G0V,1989ApJS...71..245K,-0.065,4.54,0.079,31,HIP_61317_,1,1,2,1,0,5,-4.97,Radick18,2.8,Glebocki05,1.08,G0V,HIP_61317_,0,HD_109358_,quiet,5887,26,2010MNRAS.403.1368G,,4.34,0.03,2010MNRAS.403.1368G,-0.2,0.02,2010MNRAS.403.1368G,1.052,0,1,2,1,5,MUST,HIP_61317,1.25333632629665
300.90585,29.896805,20 03 36.95,+29 53 53.1,16.014,HIP_98767_,HD_190360_,5.73,0.749,0.001,62.4443,0.0617,GaiaDR2,4.71,Sun-like,G7IV-V,2006AJ....132..161G,-0.125,4.58,0.063,111,HIP_98767_,1,1,1,0,1,4,-5.102,Baliunas96,0.8,Glebocki05,0.96,G7IV-V,HIP_98767_,1,HD_190360_,quiet,5606,19,2013A&A...554A..84M,,4.44,0.05,2013A&A...554A..84M,0.25,0.02,2013A&A...554A..84M,1.14,0,1,2,1,4,MUST,HIP_98767,0.995560431583035
209.38358,61.492863,13 57 32.10,+61 29 32.4,10.078,HIP_68184_,HD_122064_,6.49,1.04,0.006,99.2285,0.0232,GaiaDR2,6.47,Sun-like,K3V,1984AJ.....89..702L,-0.37,6.1,-0.545,46,HIP_68184_,1,1,2,0,0,4,-4.989,BoroSaikia18,_,_,0.75,K3V,HIP_68184_,1,HD_122064_,quiet,4851,78,2013ApJ...764...78R,,4.58,0.02,2013ApJ...764...78R,0.11,0.06,2013ApJ...764...78R,0.756,0,2,1,1,4,MUST,HIP_68184,0.721219777066528
147.14738,46.021008,09 48 35.18,+46 01 16.4,18.904,HIP_48113_,HD_84737_,5.08,0.619,0.007,52.8994,0.126,GaiaDR2,3.7,Sun-like,G0.5Va,1989ApJS...71..245K,-0.07,3.63,0.445,137,HIP_48113_,1,1,1,0,0,3,-5.085,Isaacson10,2.9,Glebocki05,1.08,G0.5Va,HIP_48113_,1,HD_84737_,quiet,5872,38,2013ApJ...764...78R,,4.1,0.02,2013ApJ...764...78R,0.09,0.04,2013ApJ...764...78R,1.613,0,1,2,1,3,MUST,HIP_48113,2.17804890654002
34.26346,34.22423,02 17 02.42,+34 13 29.4,11.008,HIP_10644_,HD_13974_,4.84,0.607,0.005,90.845,0.3665,GaiaDR2,4.63,Sun-like,G0.5V_Fe-0.5,1989ApJS...71..245K,-0.07,4.56,0.071,52,HIP_10644_,1,1,1,0,0,3,-4.69,Hall07,2,Glebocki05,1.08,G0.5V_Fe-0.5,HIP_10644_,1,HD_13974_,active,5786,75,2013ApJ...764...78R,,4.29,0.03,2013ApJ...764...78R,-0.53,0.1,2013ApJ...764...78R,1.08,0,1,2,1,3,MUST,HIP_10644,1.40626648755187
133.57478,-5.4344597,08 54 18.19,-05 26 04.3,16.85,HIP_43726_,HD_76151_,6.01,0.661,0.012,59.3469,0.0447,GaiaDR2,4.88,Sun-like,G2V,1989ApJS...71..245K,-0.085,4.79,-0.021,_,HIP_43726_,1,1,0,0,0,2,-4.659,Baliunas96,2.4,Glebocki05,1.02,G2V,HIP_43726_,1,HD_76151_,active,5781,17,2013A&A...555A.150T,,4.44,0.05,2013A&A...555A.150T,0.12,0.01,2013A&A...555A.150T,0.973,0,1,2,1,2,MUST,HIP_43726,0.995560431583035
223.34903,19.152798,14 53 24.04,+19 09 08.2,11.51,HIP_72848_,HD_131511_,6.0,0.841,0.005,86.88,0.46,HIP2,5.69,Sun-like,K0.5V,1989ApJS...71..245K,-0.21,5.48,-0.298,60,HIP_72848_,1,1,1,0,0,3,-4.392,Isaacson10,3.9,Glebocki05,0.86,K0.5V,HIP_72848_,0,HD_131511_,active,5291,12,2005PASJ...57...27T,,4.55,0.04,2005PASJ...57...27T,0.08,0.02,2005PASJ...57...27T,0.845,0,1,2,1,3,MUST,HIP_72848,0.772800914445948
108.95891,47.239964,07 15 50.11,+47 14 25.5,16.867,HIP_35136_,HD_55575_,5.54,0.576,0.002,59.287,0.1222,GaiaDR2,4.4,Sun-like,F9V,2003AJ....126.2048G,-0.05,4.35,0.154,116,HIP_35136_,1,1,1,0,0,3,-4.95,Radick18,2.9,Glebocki05,1.14,F9V,HIP_35136_,1,HD_55575_,quiet,5849,20,2005PASJ...57...27T,,4.26,0.04,2005PASJ...57...27T,-0.33,0.02,2005PASJ...57...27T,1.163,0,1,2,1,3,MUST,HIP_35136,1.50684168972051
272.4059,38.457775,18 09 37.65,+38 27 32.1,11.096,HIP_88972_,HD_166620_,6.38,0.876,0.007,90.1264,0.02,GaiaDR2,6.15,Sun-like,K2V,2003AJ....126.2048G,-0.26,5.89,-0.462,53,HIP_88972_,1,1,1,0,0,3,-4.955,Baliunas96,0.6,Glebocki05,0.78,K2V,HIP_88972_,0,HD_166620_,quiet,5048,34,2013ApJ...764...78R,,4.55,0.02,2013ApJ...764...78R,-0.2,0.04,2013ApJ...764...78R,0.768,0,1,2,1,3,MUST,HIP_88972,0.772800914445948
164.86656,40.430256,10 59 28.22,+40 25 48.4,13.802,HIP_53721_,HD_95128_,5.03,0.624,0.003,72.4528,0.1507,GaiaDR2,4.33,Sun-like,G1-V_Fe-0.5,1989ApJS...71..245K,-0.075,4.26,0.194,84,HIP_53721_,1,1,1,0,1,4,-5.06,Radick18,3.1,Glebocki05,1.07,G1-V_Fe-0.5,HIP_53721_,1,HD_95128_,quiet,5894,59,2013ApJ...764...78R,,4.3,0.03,2013ApJ...764...78R,0.02,0.03,2013ApJ...764...78R,1.199,0,1,2,1,4,MUST,HIP_53721,1.37425595421848
101.684746,43.577427,06 46 44.34,+43 34 37.3,16.648,HIP_32480_,HD_48682_,5.24,0.575,0.005,60.067,0.1932,GaiaDR2,4.13,Sun-like,F9V,2003AJ....126.2048G,-0.05,4.08,0.263,115,HIP_32480_,1,1,1,0,0,3,-4.93,Hall07,3.6,Glebocki05,1.14,F9V,HIP_32480_,1,HD_48682_,,6064,44,2005ApJS..159..141V,,4.33,0.06,2005ApJS..159..141V,0.12,0.03,2005ApJS..159..141V,1.226,0,1,2,1,3,MUST,HIP_32480,1.28253027967027
1.6532665,29.021502,00 06 36.53,+29 01 19.0,13.779,HIP_544_,HD_166_,6.07,0.752,0.003,72.5764,0.0498,GaiaDR2,5.37,Sun-like,G8V,2003AJ....126.2048G,-0.14,5.23,-0.198,83,HIP_544_,1,1,1,0,0,3,-4.384,Isaacson10,3.6,Glebocki05,0.94,G8V,HIP_544_,1,HD_166_,active,5458,40,2013ApJ...764...78R,,4.52,0.02,2013ApJ...764...78R,0.14,0.06,2013ApJ...764...78R,0.891,0,1,2,1,3,MUST,HIP_544,0.82807109893411
271.7564,30.56214,18 07 01.61,+30 33 42.7,15.739,HIP_88745_,HD_165908_,5.05,0.528,0.002,63.5358,0.1059,GaiaDR2,4.07,Sun-like,F9V_mw,2001AJ....121.2148G,-0.05,4.02,0.29,108,HIP_88745_,1,1,1,0,0,3,-5.02,Wright04,2.8,Glebocki05,1.14,F9V_mw,HIP_88745_,0,HD_165908_,quiet,6049,61,2013ApJ...764...78R,,4.18,0.03,2013ApJ...764...78R,-0.58,0.05,2013ApJ...764...78R,1.271,0,1,2,1,3,MUST,HIP_88745,1.81162217214978
103.07521,-5.173713,06 52 18.37,-05 10 25.3,8.749,HIP_32984_,HD_50281_,6.58,1.056,0.011,114.2968,0.0465,GaiaDR2,6.87,Sun-like,K3.5V,2003AJ....126.2048G,-0.44,6.43,-0.676,32,HIP_32984_,0,0,2,0,0,2,-4.554,BoroSaikia18,2.7,Glebocki05,0.79,K3.5V,HIP_32984_,,HD_50281_,,4758,44,2005ApJS..159..141V,,4.5,0.05,2003AJ....126.2015H,-0.07,0.04,2004A&A...415.1153S,0.676,0,1,2,1,2,MUST,HIP_32984,0.867096887509786
